rawLabel,normalizedLabel,documentCode,confidence,language,source,notes
"Ancienne carte grise,",ancienne carte grise ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
"Un certificat d'immatriculation et de situation juridique moins de 3 mois,",un certificat d immatriculation et de situation juridique moins de 3 mois ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
"Fiche d'identification de l'établissement à récupérer auprès de l'Accueil (01),",fiche d identification de l etablissement a recuperer aupres de l accueil 01 ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
"Lettre d'engagement (02),",lettre d engagement 02 ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
"Certificat d'existence de l'établissement (01),",certificat d existence de l etablissement 01 ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
"Facture de paiement du frais d'immatriculation au niveau de la caisse de l’ACSQDA (01),",facture de paiement du frais d immatriculation au niveau de la caisse de l acsqda 01 ,DOC_PAY_RECEIPT,medium,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
"Facture de paiement des frais d'analyse au niveau de la caisse de l’ACSQDA (01),",facture de paiement des frais d analyse au niveau de la caisse de l acsqda 01 ,DOC_PAY_RECEIPT,medium,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
Demande adressée au Directeur Général de l'INSPC,demande adressee au directeur general de l inspc,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
Photocopie du diplôme avec présentation de l'Attestation originale,photocopie du diplome avec presentation de l attestation originale,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
"Avis de crédit,",avis de credit ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
"Photocopie certifiée du diplôme,",photocopie certifiee du diplome ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
Pièce d'identité de l'acquéreur,piece d identite de l acquereur,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
Déclaration sur l'activité du navire et la modalité d'exploitation envisagée,declaration sur l activite du navire et la modalite d exploitation envisagee,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
Certificat de non hypothèque du navire délivré par l'autorité de pavillon d'origine,certificat de non hypotheque du navire delivre par l autorite de pavillon d origine,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
"Accord de principe du Ministère chargé de la Pêche, pour les navires prévus pour des activités relatifs à la capture, la collecte et le transport des produits halieutiques",accord de principe du ministere charge de la peche pour les navires prevus pour des activites relatifs a la capture la collecte et le transport des produits halieutiques,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
Facture de paiement,facture de paiement,DOC_PAY_RECEIPT,medium,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
Original de la main levée donnée par le créancier,original de la main levee donnee par le creancier,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
Original de l'acte de naturalisation,original de l acte de naturalisation,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
Demande de mutation de propriété du navire adressée à M. le Directeur Général de l'APMF - Antananarivo,demande de mutation de propriete du navire adressee a m le directeur general de l apmf antananarivo,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
"Acte relatif à la vente ou la donation, enregistré au Bureau de la Direction Générale ou Régionale des Impôts (02 originaux)",acte relatif a la vente ou la donation enregistre au bureau de la direction generale ou regionale des impots 02 originaux ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
"Déclaration du vendeur, légalisée, autorisant le transfert de propriété (s'il n'a pas été stipulé dans l'acte de vente initial)",declaration du vendeur legalisee autorisant le transfert de propriete s il n a pas ete stipule dans l acte de vente initial ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
Originaux du certificat de jaugeage et des feuilles de calculs,originaux du certificat de jaugeage et des feuilles de calculs,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
Originaux des plans approuvés si le nom du navire a été / sera changé,originaux des plans approuves si le nom du navire a ete sera change,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
NON,non,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=4
"1 réquisition certifiée par le Conservateur,",1 requisition certifiee par le conservateur ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
et toutes pièces jugées utiles (la prescription d’urbanisme…) visées par le Chef CIRDOMA,et toutes pieces jugees utiles la prescription d urbanisme visees par le chef cirdoma,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
NB : Les plans annexés au dossier doivent être officiels et certifiés par un Géomètre Expert,nb les plans annexes au dossier doivent etre officiels et certifies par un geometre expert,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
"1 réquisition certifiée par le Chef CIRDOMA,",1 requisition certifiee par le chef cirdoma ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
1 Réquisition signée par un ayant droit (objet + engagement),1 requisition signee par un ayant droit objet engagement ,DOC_PAY_RECEIPT,medium,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
1 Reproduction officielle d’un plan de la propriété en cause de moins de trois mois (fourni par la circonscription),1 reproduction officielle d un plan de la propriete en cause de moins de trois mois fourni par la circonscription ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
et toutes pièces jugées utiles,et toutes pieces jugees utiles,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
CSJ moins de 03 mois,csj moins de 03 mois,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Lettre de demande (à retirer au Box),lettre de demande a retirer au box ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Actes officiels dûment enregistrés,actes officiels dument enregistres,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
"Procuration ou autres pièces justificatives selon le cas,",procuration ou autres pieces justificatives selon le cas ,DOC_AUTH_POWER_OF_ATTORNEY,medium,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Lettre d’engagement du demandeur dûment légalisée,lettre d engagement du demandeur dument legalisee,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
CSJ moins de 3mois,csj moins de 3mois,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
MEAH/ANDEA/C/P1/F001,meah andea c p1 f001,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Certificat de situation juridique,certificat de situation juridique,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Facture d'achat,facture d achat,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Photocopie,photocopie,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
"Un extrait de casier juridique ou pour les étrangers ayant la même valeur juridique pouvant la substituer pour les personnes de nationalité étrangère délivrée de moins de trois mois au moment de dépôt de dossier,",un extrait de casier juridique ou pour les etrangers ayant la meme valeur juridique pouvant la substituer pour les personnes de nationalite etrangere delivree de moins de trois mois au moment de depot de dossier ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Une déclaration de propriété dûment légalisée auprès de l’autorité compétente pour tout établissement non affilié à une des Directions Nationales Confessionnelles,une declaration de propriete dument legalisee aupres de l autorite competente pour tout etablissement non affilie a une des directions nationales confessionnelles,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
"Un plan d’ensemble des locaux et dépendances, un pv technique délivré par les services de la voirie sur la salubrité et la sureté du local,",un plan d ensemble des locaux et dependances un pv technique delivre par les services de la voirie sur la salubrite et la surete du local ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
"Un plan de repérage par rapport à la voie publique, Un titre de propriété ou un certificat de situation juridique du terrain d’implantation du domaine scolaire,",un plan de reperage par rapport a la voie publique un titre de propriete ou un certificat de situation juridique du terrain d implantation du domaine scolaire ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Lettre de demande,lettre de demande,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Certificat original et photocopie,certificat original et photocopie,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
"Bordereau de versement à la banque, carte d'apprenant ou accusé",bordereau de versement a la banque carte d apprenant ou accuse,DOC_PAY_RECEIPT,medium,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Acte de naissance,acte de naissance,DOC_CIV_BIRTH,medium,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
"Demande adressée au Directeur du CNRIT, Matières premières",demande adressee au directeur du cnrit matieres premieres,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
"Copie d'acte de naissance,",copie d acte de naissance ,DOC_CIV_BIRTH,medium,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
"Demande adressée à Monsieur Le Ministre de l'Intérieur et de la Décentralisation,",demande adressee a monsieur le ministre de l interieur et de la decentralisation ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Copie de la décision ou de l'arrêté portant autorisation d'ouverture et d'exploitation,copie de la decision ou de l arrete portant autorisation d ouverture et d exploitation,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Chemise dossier verte,chemise dossier verte,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
"Photocopie certifiée conforme à l'original d'une pièce d'identité,",photocopie certifiee conforme a l original d une piece d identite ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
"Carte grise originale,",carte grise originale ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Certificat de résidence de l'acquéreur,certificat de residence de l acquereur,DOC_RES_CERT,medium,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
"Tout les documents relatifs au terrain s'il n'est pas inscrit au nom du propriétaire (copie de l'acte de notoriété, acte de vente, offre, autorisation, acte de partage,...)",tout les documents relatifs au terrain s il n est pas inscrit au nom du proprietaire copie de l acte de notoriete acte de vente offre autorisation acte de partage ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
"Facture EXPORT(01),",facture export 01 ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
"Demande adressée au Directeur de l'ACSQDA (01),",demande adressee au directeur de l acsqda 01 ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Certificat administratif pour le candidat fonctionnaire,certificat administratif pour le candidat fonctionnaire,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Certificat administratif ou attestation de travail pour le candidat du secteur privé,certificat administratif ou attestation de travail pour le candidat du secteur prive,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Lettre attestant le nombre des années de travail émanant des ordres professionnels pour le candidat en exercice libéral,lettre attestant le nombre des annees de travail emanant des ordres professionnels pour le candidat en exercice liberal,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Lettre d'engagement sur l'honneur vis-à-vis de la régularisation de frais de scolarité,lettre d engagement sur l honneur vis a vis de la regularisation de frais de scolarite,DOC_PAY_RECEIPT,medium,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Carnet individuel du participant ou Ordonnance de prescription,carnet individuel du participant ou ordonnance de prescription,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Quittance de paiement,quittance de paiement,DOC_PAY_RECEIPT,medium,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
"Documents décrivant le projet de pêche à réaliser et permettant de le juger : investissements prévus, navires, engins de pêche, espèces cibles, base à terre, emplois créés, Compte d’exploitation prévisionnel …etc…",documents decrivant le projet de peche a realiser et permettant de le juger investissements prevus navires engins de peche especes cibles base a terre emplois crees compte d exploitation previsionnel etc ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Renseignements sur le demandeur :,renseignements sur le demandeur ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
"Personne morale : identité, adresse, raison sociale, statut, certificat d’existence, CIF…",personne morale identite adresse raison sociale statut certificat d existence cif ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
"Lettre de demande avec avis favorable au moins d'un directeur,",lettre de demande avec avis favorable au moins d un directeur ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Déclaration sur l'activité envisagée du navire,declaration sur l activite envisagee du navire,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Pièce d'identité avec coordonnées à jour du constructeur,piece d identite avec coordonnees a jour du constructeur,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Facture d'achat du navire,facture d achat du navire,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Jeu de plans de construction,jeu de plans de construction,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Dossier de stabilité,dossier de stabilite,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
"05 certificats de sécurité relatifs aux : franc bord, coque, machines, radio, équipements), ou certificats d'exemption",05 certificats de securite relatifs aux franc bord coque machines radio equipements ou certificats d exemption,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
"Demande de radiation de l'inscription hypothécaire maritime, adressée à M. le Directeur Général de l'APMF - Antananarivo",demande de radiation de l inscription hypothecaire maritime adressee a m le directeur general de l apmf antananarivo,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=3
Plan y afférent,plan y afferent,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
01 Certificat de situation juridique (CSJ) moins de 3 mois,01 certificat de situation juridique csj moins de 3 mois,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
Plans y afférents,plans y afferents,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
1 Certificat de situation juridique moins de 3 mois,1 certificat de situation juridique moins de 3 mois,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
1 plan officiel avec mention de dépôt au niveau de la CIRDOMA,1 plan officiel avec mention de depot au niveau de la cirdoma,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
1 plan officiel visé par le Chef CIRDOMA,1 plan officiel vise par le chef cirdoma,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
et toutes autres pièces jugées utiles (la prescription d’urbanisme…) visées par le Chef CIRDOMA et énumérées sur la chemise dossier,et toutes autres pieces jugees utiles la prescription d urbanisme visees par le chef cirdoma et enumerees sur la chemise dossier,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
1 CSJ moins de 3 mois,1 csj moins de 3 mois,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
2 demandes signées par le demandeur,2 demandes signees par le demandeur,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
2 plans réguliers officiels selon le cas,2 plans reguliers officiels selon le cas,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
2 plans officiels du titre concerné (fournis par le service),2 plans officiels du titre concerne fournis par le service ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
1 certificat de situation juridique du titre concerné (moins de 3 mois),1 certificat de situation juridique du titre concerne moins de 3 mois ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
Note de vérification ou décision judiciaire et toutes pièces jugées utiles,note de verification ou decision judiciaire et toutes pieces jugees utiles,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
"Deux (2) plans réguliers,",deux 2 plans reguliers ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
02 Plans,02 plans,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
Récépissé de convocation,recepisse de convocation,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
Toutes les pièces de la procédure,toutes les pieces de la procedure,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
"Statut,",statut ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
Photocopie certifiée de la Carte d’Identité Nationale,photocopie certifiee de la carte d identite nationale,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
"Grosse de jugement ou arrêt,",grosse de jugement ou arret ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
"Réquisition de mutation dûment datée au jour du dépôt du dossier et signée par le demandeur,",requisition de mutation dument datee au jour du depot du dossier et signee par le demandeur ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
"Deux (2) Plans (si Sous Seing Privé: dûment légalisés ) enregistrés,",deux 2 plans si sous seing prive dument legalises enregistres ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
"Réquisition,",requisition ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
Plans annexés dûment signés par les parties et enregistrés,plans annexes dument signes par les parties et enregistres,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
Lettres d’engagements des parties dûment légalisées,lettres d engagements des parties dument legalisees,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
Autorisation de transaction/ autorisation de morcellement pour les dossiers objets de morcellement,autorisation de transaction autorisation de morcellement pour les dossiers objets de morcellement,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
Grosse de la décision judiciaire ordonnant la mainlevée de charge (en cas des charges ordonnées par le Tribunal) et certificat de non recours ou acte de radiation des charges entre les deux parties contractantes (en cas de convention amiable),grosse de la decision judiciaire ordonnant la mainlevee de charge en cas des charges ordonnees par le tribunal et certificat de non recours ou acte de radiation des charges entre les deux parties contractantes en cas de convention amiable ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
Deux (2) chemises ordinaires,deux 2 chemises ordinaires,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
Grosse de la décision judiciaire,grosse de la decision judiciaire,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
"01 Certificat d'immatriculation et de situation juridique,",01 certificat d immatriculation et de situation juridique ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
"01 Plan officiel du terrain avec coordonnées Laborde,",01 plan officiel du terrain avec coordonnees laborde ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
Imprimé de réquisition,imprime de requisition,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
lettre d'engagement,lettre d engagement,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
MEAH/ANDEA/C/P4/F001,meah andea c p4 f001,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
MEAH/ANDEA/C/P6/F001,meah andea c p6 f001,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
Demande d'autorisation d'importation,demande d autorisation d importation,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
Carte statistique et numéro d'identification fiscale,carte statistique et numero d identification fiscale,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
Document de notification complété,document de notification complete,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
Document de mouvement complété,document de mouvement complete,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
Copie Carte grise,copie carte grise,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
Copie permis de conduire(chauffeur),copie permis de conduire chauffeur ,DOC_ID_CIN,medium,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
Convention de collecte ou autorisation de coupe ou permis d'exploiter,convention de collecte ou autorisation de coupe ou permis d exploiter,DOC_ID_CIN,medium,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
Permis/Autorisation Environnemental,permis autorisation environnemental,DOC_ID_CIN,medium,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
PHASE DE CONTRACTUALISATION (si attribué),phase de contractualisation si attribue ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
Pièces à fournir cas de Déclaration: Formulaire de Déclaration,pieces a fournir cas de declaration formulaire de declaration,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
"Demande validée auprès du CISCO et DREN,",demande validee aupres du cisco et dren ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
"Deux photos d’identité,",deux photos d identite ,DOC_ID_PHOTO,medium,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
2 photos d’identité,2 photos d identite,DOC_ID_PHOTO,medium,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
"Une demande sur papier libre dûment signée par le Directeur et avec avis favorable de la direction d’affiliation pour l’école privée confessionnelle ou du propriétaire pour l’école non confessionnelle,",une demande sur papier libre dument signee par le directeur et avec avis favorable de la direction d affiliation pour l ecole privee confessionnelle ou du proprietaire pour l ecole non confessionnelle ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
"Une lettre de nomination du directeur délivrée par la Direction Nationale pour l’établissement affilié à une des Direction Nationale Confessionnelles, Les moyens de contact rapide et permanent",une lettre de nomination du directeur delivree par la direction nationale pour l etablissement affilie a une des direction nationale confessionnelles les moyens de contact rapide et permanent,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
"Une déclaration de propriété dûment légalisée auprès de l’autorité compétente pour tout établissement non affilié à une des Directions Nationales Confessionnelles,",une declaration de propriete dument legalisee aupres de l autorite competente pour tout etablissement non affilie a une des directions nationales confessionnelles ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
"Une lettre de nomination du directeur délivrée par la Direction Nationale pour l’établissement affilié à une des Direction Nationale Confessionnelles,",une lettre de nomination du directeur delivree par la direction nationale pour l etablissement affilie a une des direction nationale confessionnelles ,DOC_TBD,low,fr,auto-pass-2026-03-21,auto-added from UNMAPPED frequency=2
